Category,Description,Data.Carbohydrate,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,STRAWBERRY",76.6,369,4.5,5.5
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD STRAWBERRY",77.5,367,4.1,5.8
KELLOGG,"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",38.1,233,6.0,6.69
KELLOGG,"KELLOGG,KELLOGG'S EGGO,BANANA BREAD WAFFLES",41.6,272,6.8,9.5
KELLOGG,"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",72.8,370,4.3,7.6
No Category,KELLOGG'S EGGO LOWFAT HOMESTYLE WAFFLES,44.15,236,7.06,3.56
No Category,KELLOGG'S EGGO LOWFAT NUTRI - GRAIN WAFFLES,40.27,203,6.28,3.2
No Category,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,42.71,208,5.95,2.83
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,APPL CINN DANISH",59.7,413,4.8,17.7
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,STRAWBERRY DANISH",60.0,410,4.8,17.7
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,CHS DANISH",59.1,407,4.8,17.7
No Category,KELLOGG'S EGGO GOLDEN OAT WAFFLES,37.52,198,6.83,3.22
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",67.2,442,5.54,20.92
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar Free Rocky Road",64.41,466,5.87,20.52
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Apple Filled Oatmeal",67.21,393,4.47,11.78
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Apricot Filled",65.86,400,4.52,13.17
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Cherry Filled",64.75,405,4.62,14.12
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Chocolate Chip Drop",63.28,407,3.95,15.33
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",65.02,497,4.28,24.4
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Coconut Macaroon",61.23,460,3.02,22.55
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Cookies Jar Hermits",70.33,390,5.28,9.77
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Dark Molasses",69.38,407,4.16,12.59
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",68.16,400,4.67,12.05
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Dutch Cocoa",69.44,431,4.5,14.99
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",64.78,430,4.41,17.11
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Fruit & Honey Bar",69.42,408,4.44,12.54
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Iced Molasses",69.12,420,3.5,14.43
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Iced Oatmeal",66.76,435,4.89,16.53
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Molasses",69.41,403,4.25,12.06
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Oatmeal",68.17,421,5.48,14.08
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Oatmeal Raisin",69.27,406,5.17,12.08
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Old Fashioned Molasses",70.55,406,4.27,11.83
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",72.23,468,5.17,17.55
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",58.48,480,9.0,24.28
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Pecan Ice Box",61.02,500,4.56,26.46
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",65.92,400,4.35,13.26
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",66.15,428,5.94,15.88
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Soft Sugar Drop",63.26,397,4.82,13.87
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Strawberry Filled",65.92,400,4.35,13.26
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar",69.02,411,4.88,12.8
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Apple'n Raisin",66.33,435,5.1,16.64
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,FAT FREE DEVIL'S FD COOKIE",79.27,338,4.82,0.9
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin",79.56,348,4.12,1.51
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Oatmeal Pecan",60.48,472,5.42,23.13
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",76.23,424,4.67,11.14
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Rocky Road",65.94,461,4.86,19.71
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal",64.97,431,5.67,16.44
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip",66.11,487,4.51,22.71
ARTIFICIAL BLUEBERRY MUFFIN MIX,"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",77.45,407,4.7,8.7
KRAFT,"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",73.1,381,12.6,4.1
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY",64.9,321,5.2,4.5
CAKE,"CAKE,BETTY CROCKER,SUPERMOIST PARTY CAKE SWIRL,DRY MIX",82.5,414,3.9,7.6
GEORGE WESTON BAKER,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",72.7,390,13.3,5.1
GENERAL MILLS,"GENERAL MILLS,GOLD MEDAL IMITATION BLUEBERRY MUFFIN MIX,DRY",78.8,410,4.3,8.6
KEEBLER,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",71.8,465,7.1,16.6
KEEBLER,"KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV",69.7,475,5.2,19.5
CONTINEN MILL,"CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry",75.6,418,5.6,10.3
MCKEE BAKING,"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",55.2,548,8.0,32.8
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,",83.58,407,4.42,6.16
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",59.41,388,7.81,13.23
MISSION FOODS,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",49.6,287,8.7,6.0
NABISCO,"NABISCO,NABISCO GRAHAMS CRACKERS",76.2,424,6.99,10.0
NABISCO,"NABISCO,NABISCO NILLA PIE CRUST,READY TO USE",63.1,513,3.5,27.1
NABISCO,"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",70.23,476,4.78,21.5
NABISCO,"NABISCO,NABISCO RITZ CRACKERS",63.51,492,7.23,23.21
PEPPERIDGE FARM CLASSIC STYLE CROUTONS,"PEPPERIDGE FARM CLASSIC STYLE CROUTONS,SEASONED",61.1,465,13.6,18.5
PEPPERIDGE FARM CRUSTY ITALIAN BREAD,"PEPPERIDGE FARM CRUSTY ITALIAN BREAD,GARLIC",41.6,372,8.3,19.2
PEPPERIDGE FARM APPL TURNOVERS,"PEPPERIDGE FARM APPL TURNOVERS,FRZ,READY TO BAKE",35.1,319,4.2,18.0
PILLSBURY,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",45.31,234,6.25,3.13
PILLSBURY,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",60.71,482,3.57,25.0
PILLSBURY,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",46.15,241,7.69,2.89
PILLSBURY,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",78.3,441,4.8,12.1
PILLSBURY GRANDS,"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",41.38,317,6.9,13.79
PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,"PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,ART FLAVOR,REFR DOUGH",41.18,307,5.88,13.24
PILLSBURY,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",52.27,330,4.55,11.36
KRAFT FOODS,"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",79.8,377,6.1,3.7
GEORGE WESTON BAKERIES,"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",46.0,232,8.0,1.8
HEINZ,"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",40.3,241,4.4,6.9
INTERSTATE BRANDS CORP,"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",50.84,273,8.07,4.15
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",81.3,413,3.8,8.1
NABISCO,"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",74.25,305,5.0,1.09
Crackers,"Crackers, cheese, sandwich-type with cheese filling",58.76,490,8.92,24.41
USDA CMDTY,"USDA CMDTY,BAKERY,FLR MIX",62.53,400,8.47,12.9
USDA CMDTY,"USDA CMDTY,BAKERY FLR MIX LOW-FAT",70.59,361,9.07,4.7
WAFFLES,"WAFFLES,BTTRMLK,FRZ,RTH",41.05,273,6.58,9.22
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",48.39,309,7.42,9.49
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",44.16,289,6.92,9.4
WAFFLE,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",45.41,298,6.71,9.91
PANCAKES,"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",43.33,239,5.88,4.73
TOASTER PASTRIES,"TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)",70.81,391,4.23,10.08
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)",72.7,409,4.7,11.03
MUFFIN,"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",50.05,255,4.23,4.22
PIE CRUST,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",64.3,501,5.1,24.83
PIE CRUST,"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",64.48,484,6.08,22.42
PIE,"PIE,DUTCH APPL,COMMLY PREP",44.54,290,2.17,11.5
PIE CRUST,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",46.79,468,5.52,28.74
PIE CRUST,"PIE CRUST,REFR,REG,BKD",58.52,506,3.41,28.69
PIE CRUST,"PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR",52.47,521,6.1,31.84
PIE CRUST,"PIE CRUST,REFR,REG,UNBAKED",51.11,445,2.97,25.46
BEEF JERKY,"BEEF JERKY,CHOPD&FORMED",11.0,410,33.2,25.6
CORN-BASED,"CORN-BASED,EXTRUDED,CHIPS,PLN",63.01,518,6.03,28.41
CORN-BASED,"CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR",56.2,523,7.0,32.7
CORN-BASED,"CORN-BASED,EXTRUDED,CONES,PLN",62.9,510,5.8,26.9
CORN-BASED,"CORN-BASED,EXTRUDED,CONES,NACHO-FLAVOR",57.3,536,6.5,31.7
CORN-BASED,"CORN-BASED,EXTRUDED,ONION-FLAVOR",65.1,499,7.7,22.6
CORN-BASED,"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",52.38,565,5.83,37.11
CORNNUTS,"CORNNUTS,PLAIN",71.86,446,8.5,15.64
CRISPED RICE BAR,"CRISPED RICE BAR,CHOC CHIP",73.0,404,5.1,13.5
FRUIT LEATHER,"FRUIT LEATHER,PIECES",82.82,359,1.0,2.68
FRUIT LEATHER,"FRUIT LEATHER,ROLLS",85.8,371,0.1,3.0
GRANOLA BARS,"GRANOLA BARS,HARD,PLAIN",64.4,471,10.1,19.8
GRANOLA BARS,"GRANOLA BARS,HARD,ALMOND",62.0,495,7.7,25.5
GRANOLA BARS,"GRANOLA BARS,HARD,CHOC CHIP",72.1,438,7.3,16.3
GRANOLA BARS,"GRANOLA BARS,HARD,PEANUT",63.7,479,11.0,21.4
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PLN",67.3,443,7.4,17.2
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",64.4,426,10.5,15.8
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,RAISIN",66.4,448,7.6,17.8
GRANOLA BARS,"GRANOLA BARS,OATS,FRUITS&NUT",77.42,397,7.7,6.3
GRANOLA BARS,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP",63.8,466,5.8,24.9
GRANOLA BARS,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",53.4,509,10.2,31.1
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP",62.2,432,9.8,20.0
ORIENTAL MIX,"ORIENTAL MIX,RICE-BASED",51.62,506,17.31,25.58
DOO DADS SNACK MIX,"DOO DADS SNACK MIX,ORIGINAL FLAVOR",64.3,456,10.3,18.5
SNACKS,"SNACKS,RALSTON PURINA,CHEX MIX",74.77,424,8.83,10.0
POPCORN,"POPCORN,AIR-POPPED",77.9,387,12.94,4.54
POPCORN,"POPCORN,OIL-POPPED",45.06,583,7.29,43.55
POPCORN,"POPCORN,CAKES",80.1,384,9.7,3.1
POPCORN,"POPCORN,CARAMEL-COATED,W/PNUTS",80.7,400,6.4,7.8
POPCORN,"POPCORN,CARAMEL-COATED,WO/PNUTS",79.1,431,3.8,12.8
POPCORN,"POPCORN,CHEESE-FLAVOR",51.6,526,9.3,33.2
PORK SKINS,"PORK SKINS,PLAIN",0.0,544,61.3,31.3
POTATO CHIPS,"POTATO CHIPS,BARBECUE-FLAVOR",52.8,491,7.7,32.4
POTATO CHIPS,"POTATO CHIPS,SOUR-CREAM-AND-ONION-FLAVOR",51.5,531,8.1,33.9
POTATO CHIPS,"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",64.9,502,4.56,26.14
POTATO CHIPS,"POTATO CHIPS,MADE FR DRIED POTATOES,SOUR-CREAM&ONION-FLAVOR",51.3,547,6.6,37.0
PRETZELS,"PRETZELS,HARD,PLN,SALTED",79.2,378,10.34,2.63
PRETZELS,"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",70.9,458,7.5,16.7
PRETZELS,"PRETZELS,HARD,WHOLE-WHEAT",81.2,362,11.1,2.6
RICE CAKES,"RICE CAKES,BROWN RICE,PLN",81.5,387,8.2,2.8
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT",80.1,380,9.0,3.5
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD",81.5,392,7.6,3.8
TORTILLA CHIPS,"TORTILLA CHIPS,PLAIN",65.56,489,7.79,23.36
Snacks,"Snacks, tortilla chips, nacho cheese",61.74,514,8.15,26.07
Snacks,"Snacks, tortilla chips, ranch-flavor",62.74,501,7.19,24.63
TRAIL MIX,"TRAIL MIX,REGULAR",44.9,462,13.8,29.4
TRAIL MIX,"TRAIL MIX,TROPICAL",65.6,407,6.3,17.1
TRAIL MIX,"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",44.9,484,14.2,31.9
TORTILLA CHIPS,"TORTILLA CHIPS,TACO-FLAVOR",63.1,480,7.9,24.2
CANDIES,"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",87.73,387,1.59,3.31
CANDIES,"CANDIES,ALMOND JOY CANDY BAR",59.51,479,4.13,26.93
CANDIES,"CANDIES,TWIZZLERS CHERRY BITES",79.38,338,2.97,1.7
CANDIES,"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",80.0,375,2.0,7.5
CANDIES,"CANDIES,NESTLE,BUTTERFINGER BAR",72.9,459,5.4,18.9
CANDIES,"CANDIES,BUTTERSCOTCH",90.4,391,0.03,3.3
CANDIES,"CANDIES,CAROB,UNSWTND",56.29,540,8.15,31.36
CANDIES,"CANDIES,CARAMELS",77.0,382,4.6,8.1
CANDIES,"CANDIES,CARAMELLO CANDY BAR",63.81,462,6.19,21.19
CANDIES,"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",85.97,396,1.59,5.07
BAKING CHOC,"BAKING CHOC,UNSWTND,LIQ",33.9,472,12.1,47.7
BAKING CHOC,"BAKING CHOC,UNSWTND,SQUARES",29.84,501,12.9,52.31
CANDIES,"CANDIES,CONFECTIONER'S COATING,YOGURT",63.94,522,5.87,27.0
CANDIES,"CANDIES,SEMISWEET CHOC",63.1,479,4.2,30.0
CANDIES,"CANDIES,SWEET CHOCOLATE",59.6,505,3.9,34.2
CANDIES,"CANDIES,SWT CHOC COATD FONDANT",80.4,366,2.2,9.3
CANDIES,"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",46.91,570,11.97,37.13
CANDIES,"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",67.1,539,2.2,29.05
CANDIES,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",46.88,529,18.3,29.8
CANDIES,"CANDIES,WHITE CHOC",59.24,539,5.87,32.09
ICE CREAMS,"ICE CREAMS,VANILLA,LT",25.8,165,4.78,4.83
ICE CREAMS,"ICE CREAMS,VANILLA,RICH",22.29,249,3.5,16.2
ICE CREAMS,"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",22.2,222,4.1,13.0
CANDIES,"CANDIES,YORK PEPPERMINT PATTIE",80.99,384,2.19,7.17
CANDIES,"CANDIES,TWIZZLERS NIBS CHERRY BITS",79.37,347,2.3,2.64
CANDIES,"CANDIES,SYMPHONY MILK CHOC BAR",58.01,531,8.51,30.57
DESSERTS,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",22.69,146,4.53,4.03
ICE CREAMS,"ICE CREAMS,VANILLA",23.6,207,3.5,11.0
ICE CREAMS,"ICE CREAMS,VANILLA,LT,SOFT-SERVE",21.8,126,4.9,2.6
SHERBET,"SHERBET,ORANGE",30.4,144,1.1,2.0
CANDIES,"CANDIES,5TH AVENUE CANDY BAR",62.68,482,8.78,23.98
CANDIES,"CANDIES,FONDANT,PREPARED-FROM-RECIPE",93.18,373,0.0,0.02
CANDIES,"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",76.44,411,2.39,10.41
CANDIES,"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",67.93,461,4.38,18.93
CANDIES,"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",77.75,387,3.78,6.59
CANDIES,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",82.15,383,1.05,5.45
CANDIES,"CANDIES,FUDGE,VANILLA W/ NUTS",74.61,435,3.0,13.69
CANDIES,"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",53.0,512,9.7,34.0
CANDIES,"CANDIES,GUMDROPS,STARCH JELLY PIECES",98.9,396,0.0,0.0
CANDIES,"CANDIES,HARD",98.0,394,0.0,0.2
CANDIES,"CANDIES,JELLYBEANS",93.55,375,0.0,0.05
CANDIES,"CANDIES,KIT KAT WAFER BAR",64.59,518,6.51,25.99
CANDIES,"CANDIES,KRACKEL CHOC BAR",63.96,512,6.62,26.58
CANDIES,"CANDIES,NESTLE,BABY RUTH BAR",64.8,459,5.4,21.6
CANDIES,"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",79.74,350,2.56,2.32
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",74.1,296,0.0,1.6
ICE CREAMS,"ICE CREAMS,CHOC,LT",25.7,201,5.0,7.19
CANDIES,"CANDIES,MASTERFOODS USA,MARS ALMOND BAR",62.7,467,8.1,23.0
CANDIES,"CANDIES,MARSHMALLOWS",81.3,318,1.8,0.2
CANDIES,"CANDIES,HALAVAH,PLAIN",60.49,469,12.49,21.52
CANDIES,"CANDIES,NESTLE,OH HENRY! BAR",65.5,462,7.7,23.0
CANDIES,"CANDIES,NESTLE,CHUNKY BAR",60.0,475,7.5,27.5
CANDIES,"CANDIES,MILK CHOC",59.4,535,7.65,29.66
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ 2% MILK",19.74,105,2.76,1.7
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ 2% MILK",18.43,101,2.9,1.73
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK",18.89,105,3.15,1.92
BAKING CHOC,"BAKING CHOC,MEXICAN,SQUARES",77.41,426,3.64,15.59
No Category,CHOCOLATE-FLAVORED HAZELNUT SPRD,62.16,541,5.41,29.73
CANDIES,"CANDIES,MILK CHOC COATD PNUTS",49.7,519,13.1,33.5
CANDIES,"CANDIES,MILK CHOC COATD RAISINS",68.4,390,4.1,14.8
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",44.55,165,0.0,0.0
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE",61.47,234,0.0,0.0
CANDIES,"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",46.15,577,12.82,38.46
CANDIES,"CANDIES,MILK CHOC,W/ALMONDS",53.4,526,9.0,34.4
CANDIES,"CANDIES,MILK CHOC,W/RICE CRL",59.67,511,7.64,29.37
CANDIES,"CANDIES,MASTERFOODS USA,MILKY WAY BAR",70.48,452,4.01,17.23
CANDIES,"CANDIES,SKOR TOFFEE BAR",61.72,535,3.13,32.18
TOPPINGS,"TOPPINGS,STRAWBERRY",66.3,254,0.2,0.1
CANDIES,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",44.88,510,6.21,33.76
BAKING CHOC,"BAKING CHOC,MASTERFOODS,M&M'S SEMISWEET CHOC MINI BAKNG BITS",65.96,517,4.44,26.15
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S PNUT CHOC CANDIES",60.48,515,9.57,26.13
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S MILK CHOC CANDIES",71.19,492,4.33,21.13
CANDIES,"CANDIES,MOUNDS CANDY BAR",58.59,486,4.6,26.6
CANDIES,"CANDIES,MR. GOODBAR CHOC BAR",54.34,538,10.22,33.21
CANDIES,"CANDIES,NESTLE,100 GRAND BAR",70.97,468,2.5,19.33
CANDIES,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",67.0,500,5.0,26.0
BAKING CHOC,"BAKING CHOC,MASTERFOODS USA,M&M'S MILK CHOC MINI BAKING BITS",68.4,502,4.78,23.36
CANDIES,"CANDIES,PEANUT BAR",47.4,522,15.5,33.7
CANDIES,"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",71.24,486,7.57,18.98
CANDIES,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",71.0,422,4.4,17.0
CANDIES,"CANDIES,REESE'S PNUT BUTTER CUPS",55.36,515,10.24,30.53
CANDIES,"CANDIES,REESE'S PIECES CANDY",59.86,497,12.46,24.77
CANDIES,"CANDIES,ROLO CARAMELS IN MILK CHOC",67.95,474,5.08,20.93
CANDIES,"CANDIES,NESTLE,AFTER EIGHT MINTS",76.2,404,1.67,11.9
CANDIES,"CANDIES,SESAME CRUNCH",50.3,516,11.6,33.3
CANDIES,"CANDIES,MASTERFOODS USA,SNICKERS BAR",60.56,475,7.53,23.85
CANDIES,"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,ORIGINAL",82.57,408,0.41,8.21
CANDIES,"CANDIES,MASTERFOODS USA,M&M'S MINIS MILK CHOC CANDIES",68.4,502,4.78,23.36
CANDIES,"CANDIES,MASTERFOODS USA,3 MUSKETEERS BAR",77.13,428,2.6,12.75
CANDIES,"CANDIES,MASTERFOODS USA,TWIX CARAMEL COOKIE BARS",64.93,502,4.91,24.85
CANDIES,"CANDIES,MASTERFOODS USA,TWIX PNUT BUTTER COOKIE BARS",54.15,536,9.18,32.67
CANDIES,"CANDIES,WHATCHAMACALLIT CANDY BAR",63.23,494,8.04,23.68
No Category,CHEWING GUM,66.08,247,0.0,0.3
CANDIES,"CANDIES,SPL DK CHOC BAR",60.49,556,5.54,32.4
COCOA,"COCOA,DRY PDR,UNSWTND",57.9,228,19.6,13.7
COCOA,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",58.3,220,18.1,13.1
DESSERTS,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",10.72,105,5.02,4.58
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX",82.8,410,6.9,6.4
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",17.29,121,4.04,4.01
COCOA,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",60.0,400,20.0,10.0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX",90.5,381,7.8,0.0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,PREP W/ H2O",14.19,62,1.22,0.0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",80.21,198,15.67,0.0
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",4.22,20,0.83,0.0
GELATINS,"GELATINS,DRY PDR,UNSWTND",0.0,335,85.6,0.1
CANDIES,"CANDIES,YORK BITES",81.64,394,1.78,7.32
DESSERTS,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",16.07,225,4.14,16.0
PUDDINGS,"PUDDINGS,CHOC,RTE",23.01,142,2.09,4.6
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST",87.9,378,2.3,1.9
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK",18.8,111,3.1,3.1
DESSERTS,"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",30.84,161,1.75,3.43
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX",91.6,348,0.0,0.0
DESSERTS,"DESSERTS,PUDD,CHOC,DRY MIX,REG",89.3,362,2.6,2.1
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ WHL MILK",19.4,119,3.21,3.15
